web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685150434-2889;https://www.zeit.de/suche/index?q=Bildung&type=article&p=697;Marion Dönhoff Förderpreis: Der Fluss des Lebens;https://www.zeit.de/2015/48/barada-syrienhilfe-marion-doenhoff-foerderpreis;Der Fluss des Lebens;26.11.2015
1685150452-2890;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Schwarze Null: Deutschland, hör auf zu träumen!;https://www.zeit.de/wirtschaft/2015-11/investitionen-fluechtlinge-bildung-oekologie-infrastruktur;Deutschland, hör auf zu träumen!;26.11.2015
1685150455-2891;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Patenschaft: Die Patenschaft: So helft ihr Flüchtlingskindern;https://www.zeit.de/zett/2015-11/patenschaft-so-helft-ihr-fluechtlingskindern;Die Patenschaft: So helft ihr Flüchtlingskindern;27.11.2015
1685150458-2892;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Bundesrat: Gauck fordert bessere Zusammenarbeit bei Aufnahme von Flüchtlingen;https://www.zeit.de/politik/deutschland/2015-11/fluechtlinge-bundespraesident-joachim-gauck-innenpolitik-zusammenarbeit;Gauck fordert bessere Zusammenarbeit bei Aufnahme von Flüchtlingen;27.11.2015
1685150461-2893;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Nigeria: Mehr als 20 Tote bei Anschlag auf Prozession;https://www.zeit.de/politik/ausland/2015-11/nigeria-boko-haram;Mehr als 20 Tote bei Anschlag auf Prozession;28.11.2015
1685150464-2894;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Flüchtlinge: CDU plant Integrationsverpflichtung für Migranten;https://www.zeit.de/politik/deutschland/2015-11/cdu-integrationsverpflichtung-parteitag-dezember;CDU plant Integrationsverpflichtung für Migranten;28.11.2015
1685150467-2895;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Jan Böhmermann: Ich hab Kulturkritik;https://www.zeit.de/kultur/2015-11/boehmermann-ich-hab-polizei-debatte;Ich hab Kulturkritik;30.11.2015
1685150470-2896;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Islamischer Staat: IS-Milizen weichen nach Libyen aus;https://www.zeit.de/politik/ausland/2015-11/islamischer-staat-libyen-sirte-syrien-irak;IS-Milizen weichen nach Libyen aus;30.11.2015
1685150473-2897;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Immobilienpreise: Der Crash kommt nicht durch niedrige Zinsen;https://www.zeit.de/wirtschaft/2015-11/immobilienpreise-europaeische-zentralbank;Der Crash kommt nicht durch niedrige Zinsen;01.12.2015
1685150476-2898;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Jet-Abschuss: Obama mahnt Erdoğan zu Besonnenheit;https://www.zeit.de/politik/ausland/2015-12/russland-tuerkei-barack-obama-vermittlung;Obama mahnt Erdoğan zu Besonnenheit;01.12.2015
1685150479-2899;https://www.zeit.de/suche/index?q=Bildung&type=article&p=696;Flüchtlinge in der Türkei: Başarabilir miyiz – schaffen wir das?;https://www.zeit.de/gesellschaft/2015-12/fluechtlinge-tuerkei-eu-grenze;Başarabilir miyiz – schaffen wir das?;01.12.2015
1685150485-2900;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Facebook-Gründer: Mark Zuckerberg will fast komplettes Vermögen spenden;https://www.zeit.de/digital/2015-12/mark-zuckerberg-vermoegen-spende-vater;Mark Zuckerberg will fast komplettes Vermögen spenden;01.12.2015
1685150488-2901;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;"Olympia in Hamburg: ""Es ist kein Problem""";https://www.zeit.de/2015/49/olympia-hamburg-olaf-scholz-referendum;Es ist kein Problem;03.12.2015
1685150491-2902;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;"Österreich: ""Glauben Sie doch nicht, es gäbe keine Jobs""";https://www.zeit.de/2015/49/johannes-kopf-vorstand-arbeitsmarktservice-oesterreich;Wir verteilen die Betroffenheit;03.12.2015
1685150494-2903;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Immanuel Kant : Die Sehnsucht nach dem ewigen Frieden;https://www.zeit.de/2015/49/philosophie-immanuel-kant-vermaechtnis-philosophen;Was bleibt von Immanuel Kant?;03.12.2015
1685150497-2904;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;"Johanna Wanka: ""Junge Wissenschaftler haben einen Leidensdruck""";https://www.zeit.de/2015/49/bildung-wissenschaft-nachwuchs-foerderung-johanna-wanka;Eine Milliarde bewirkt etwas;03.12.2015
1685150500-2905;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Inklusion: Auch am Gymnasium mittendrin statt letzte Reihe;https://www.zeit.de/2015/49/inklusion-schule-gymnasium-unterricht-schueler;Mittendrin statt letzte Reihe;03.12.2015
1685150503-2906;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Elbvertiefung: Fliegerbomben unter uns;https://www.zeit.de/hamburg/stadtleben/2015-12/elbvertiefung-hamburg-03-12;Fliegerbomben unter uns;03.12.2015
1685150506-2907;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Flüchtlinge: Zu wenig Geld für zu viele Flüchtlinge;https://www.zeit.de/gesellschaft/zeitgeschehen/2015-12/weltbevoelkerung-flucht-syrien-afghanistan;Zu wenig Geld für zu viele Flüchtlinge;03.12.2015
1685150509-2908;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;USA: US-Homeshopping-Kanal verkauft ab Januar Waffen im TV;https://www.zeit.de/zett/politik/2015-12/neuer-us-homeshopping-kanal-verkauft-ab-januar-waffen-im-tv;US-Homeshopping-Kanal verkauft ab Januar Waffen im TV;04.12.2015
1685150512-2909;https://www.zeit.de/suche/index?q=Bildung&type=article&p=695;Gesundheitsbericht: Die Deutschen fühlen sich so fit wie nie zuvor;https://www.zeit.de/wissen/2015-12/gesundheit-deutschland-studie-krankheit;Die Deutschen fühlen sich so fit wie nie zuvor;04.12.2015
1685150518-2910;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Libyen: Verfeindete Regierungen beschließen Friedensplan;https://www.zeit.de/politik/ausland/2015-12/libyen-einigung-verfeindete-regierungen;Verfeindete Regierungen beschließen Friedensplan;06.12.2015
1685150521-2911;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Migrationsforschung: Wir wissen noch zu wenig über Flucht;https://www.zeit.de/wissen/2015-12/migrationsforschung-fluechtlinge-ursachen-politik;Wir wissen noch zu wenig über Flucht;04.12.2015
1685150524-2912;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Paris: Klimawandel von unten;https://www.zeit.de/wirtschaft/2015-12/paris-citizens-climate-summit-demonstration;Klimawandel von unten;07.12.2015
1685150527-2913;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;USA: Mit diesen Ideen will der Sozialist Bernie Sanders US-Präsident werden;https://www.zeit.de/zett/politik/2015-12/mit-diesen-ideen-will-der-sozialist-bernie-sanders-us-praesident-werden;Mit diesen Ideen will der Sozialist Bernie Sanders US-Präsident werden;07.12.2015
1685150530-2914;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Syrien-Einsatz: Krieg gegen den IS, aber nicht so;https://www.zeit.de/politik/2015-12/syrien-einsatz-deutschland-un-mandat;Krieg gegen den IS, aber nicht so;07.12.2015
1685150533-2915;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Rechtspopulismus in Europa: Was AfD und Front National verbindet;https://www.zeit.de/politik/ausland/2015-12/afd-front-national-rechtspopulismus-europa;Was AfD und Front National verbindet;08.12.2015
1685150536-2916;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Syrien: Rebellen räumen letztes Viertel von Homs;https://www.zeit.de/politik/2015-12/syrien-homs-abzug-rebellen-islamischer-staat;Rebellen räumen letztes Viertel von Homs;09.12.2015
1685150539-2917;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Urheberrecht: Ein bisschen weniger Geoblocking;https://www.zeit.de/digital/internet/2015-12/urheberrecht-kommission-geoblocking-leistungsschutzrecht;Ein bisschen weniger Geoblocking;09.12.2015
1685150542-2918;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Flüchtlinge: Union fordert europäische Grenzschutzpolizei;https://www.zeit.de/politik/deutschland/2015-12/volker-kauder-spd-fluechtlinge-koalition;Union fordert europäische Grenzschutzpolizei;10.12.2015
1685150545-2919;https://www.zeit.de/suche/index?q=Bildung&type=article&p=694;Sambia: Marissa macht es anders;https://www.zeit.de/2015/50/sambia-afrika-schule-kinder-hilfe;Marissa macht es anders;10.12.2015
1685150551-2920;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Rotterdam: Ein Dachgarten für alle!;https://www.zeit.de/2015/50/rotterdam-rathaus-architektur;Ein Dachgarten für alle!;10.12.2015
1685150554-2921;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Flüchtlinge in Dortmund: Die Dortmunder Nordstadt studieren;https://www.zeit.de/2015/50/fluechtlinge-dortmund-migranten-studium-fachhochschule;Verstehen studieren;10.12.2015
1685150557-2922;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;"Star Wars: ""Ich habe meinen Yoda!""";https://www.zeit.de/2015/50/star-wars-kathleen-kennedy-frauen-filmbusiness;Ich habe meinen Yoda!;10.12.2015
1685150560-2923;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Diagnose: Bin ich wirklich krank?;https://www.zeit.de/2015/50/diagnose-krankheit-aerzte-psychologie;Bin ich wirklich krank?;10.12.2015
1685150563-2924;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Immunsystem: Umarmen Sie doch einen Baum;https://www.zeit.de/2015/50/immunsystem-aufbau-abwehr-gesundheit;Eine Geschichte von Krieg und Frieden;10.12.2015
1685150566-2925;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Mark Zuckerberg: Eine Familienangelegenheit;https://www.zeit.de/2015/50/mark-zuckerberg-spende-stiftung-facebook;Eine Familienangelegenheit;10.12.2015
1685150569-2926;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Glyphosat: Was ist da drin?;https://www.zeit.de/2015/50/glyphosat-pflanzengift-krebs-gefahr-ernaehrung;Was ist da drin?;10.12.2015
1685150572-2927;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Politische Führung: Der starke Staat kehrt zurück;https://www.zeit.de/2015/50/fluechtlinge-starker-staat;Darf’s auch etwas mehr sein?;10.12.2015
1685150575-2928;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Saudi-Arabien: Syrische Opposition einigt sich auf Acht-Punkte-Plan;https://www.zeit.de/politik/ausland/2015-12/riad-syrien-acht-punkte-katalog-freie-syrische-armee-nationalkongress-opposition;Syrische Opposition einigt sich auf Acht-Punkte-Plan;10.12.2015
1685150578-2929;https://www.zeit.de/suche/index?q=Bildung&type=article&p=693;Karrieretipp #10: Wie Sie das Arbeitszeugnis enträtseln;https://www.zeit.de/karriere/bewerbung/2015-12/arbeitszeugnis-anspruch-gute-noten;Wie Sie das Arbeitszeugnis enträtseln;10.12.2015
1685150584-2930;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Der große Tag: Nur nie Zweiter sein;https://www.zeit.de/kultur/film/2015-12/der-grosse-tag-dokumentarfilm;Nur nie Zweiter sein;10.12.2015
1685150587-2931;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Elbvertiefung: Viel Geld für die HSH;https://www.zeit.de/hamburg/stadtleben/2015-12/elbvertiefung-10-12;Viel Geld für die HSH;10.12.2015
1685150590-2932;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Stiftungen: Herzensangelegenheit im Nebenjob;https://www.zeit.de/karriere/bewerbung/2015-12/stiftungen-job-arbeit-gruendung-erfuellung;Herzensangelegenheit im Nebenjob;11.12.2015
1685150596-2934;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Gleichberechtigung: Frauen in Saudi-Arabien erstmals an Wahlen beteiligt;https://www.zeit.de/politik/ausland/2015-12/gleichberechtigung-frauen-saudi-arabien-wahlen;Frauen in Saudi-Arabien erstmals an Wahlen beteiligt;12.12.2015
1685150599-2935;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Libyen-Konferenz: Internationale Gemeinschaft sichert Hilfe bei Friedensplan zu;https://www.zeit.de/politik/2015-12/libyen-konferenz-rom-einheit-parteien-islamischer-staat;Internationale Gemeinschaft sichert Hilfe bei Friedensplan zu;13.12.2015
1685150602-2936;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Rechtsextremismus: Feminismus von ganz rechts?;https://www.zeit.de/politik/ausland/2015-12/feminismus-marine-le-pen-frauke-petry-rechtsextremismus;Feminismus von ganz rechts?;14.12.2015
1685150605-2937;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;IS-Kämpfer: Die drei Grundformen des Dschihad;https://www.zeit.de/politik/ausland/2015-12/islamischer-staat-syrien-kaempfer-westen-typologie-motivation;Die drei Grundformen des Dschihad;15.12.2015
1685150611-2939;https://www.zeit.de/suche/index?q=Bildung&type=article&p=692;Flüchtlinge: In den besseren Kreisen;https://www.zeit.de/politik/deutschland/2015-12/fluechtlingsunterbringung-fluechtlinge-frankfurt-gesundheit-hygiene-zustaende;In den besseren Kreisen;16.12.2015
1685150617-2940;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Terrorismus: Saudische Allianz bröckelt schon vor dem Start;https://www.zeit.de/politik/ausland/2015-12/terrorismus-anti-terror-allianz-saudi-arabien-buendnis-unklarheit;Saudische Allianz bröckelt schon vor dem Start;16.12.2015
1685150620-2941;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Fed: Die nächste Zinssenkung kommt bestimmt;https://www.zeit.de/wirtschaft/2015-12/leitzins-senkung-usa-federal-reserve;Die nächste Zinssenkung kommt bestimmt;17.12.2015
1685150623-2942;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Lehrplan 21: Stoppt die Reformitis!;https://www.zeit.de/2015/51/kommentar-lehrplan-21-beat-kissling;Stoppt die Reformitis!;17.12.2015
1685150626-2943;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Flüchtlingsunterkunft: Die Männer sind wütend;https://www.zeit.de/2015/51/fluechtlingsunterkunft-gewalt-polizei-asyl;Die Männer sind wütend;17.12.2015
1685150629-2944;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;"Digitalisierung: ""Programmieren verändert die Welt""";https://www.zeit.de/2015/51/digitalisierung-informatik-programmieren-schule-arbeit;Erst denken, dann klicken;17.12.2015
1685150632-2945;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Harald Mahrer: Der Jedi der Volkspartei;https://www.zeit.de/2015/51/harald-mahrer-oevp-darth-vader;Der Jedi der Volkspartei;17.12.2015
1685150635-2946;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Integration: Ankunft statt Herkunft;https://www.zeit.de/2015/51/integration-schule-studie;Ankunft statt Herkunft;17.12.2015
1685150638-2947;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Flüchtlingspolitik: Wider die Radikalisierung unserer Gesellschaft!;https://www.zeit.de/2015/51/fluechtlingspolitik-peer-steinbrueck-angela-merkel-deutschland-kritik;Wider die Radikalisierung unserer Gesellschaft!;17.12.2015
1685150641-2948;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;Star Wars – Das Erwachen der Macht: Ein Krieg für die ganze Familie;https://www.zeit.de/kultur/film/2015-12/star-wars-das-erwachen-der-macht-preview-zoo-palast-berlin;Ein Krieg für die ganze Familie;17.12.2015
1685150644-2949;https://www.zeit.de/suche/index?q=Bildung&type=article&p=691;#Campusrassismus: Bildung schützt nicht vor Vorurteilen;https://www.zeit.de/zett/2015-12/campusrassismus-bildung-schuetzt-nicht-vor-vorurteilen;#Campusrassismus: Bildung schützt nicht vor Vorurteilen;18.12.2015
1685150650-2950;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Gleichberechtigung: Zu wenig Krawall für die Frauenquote;https://www.zeit.de/karriere/beruf/2015-10/frauenquote-unternehmen-kritik-umsetzung;Zu wenig Krawall für die Frauenquote;18.12.2015
1685150653-2951;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Syrien-Konflikt: UN-Sicherheitsrat billigt Friedensplan für Syrien;https://www.zeit.de/politik/ausland/2015-12/syrien-konflikt-un-resolution-friedensverhandlungen;UN-Sicherheitsrat billigt Friedensplan für Syrien;18.12.2015
1685150656-2952;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Integration: Göring-Eckardt fordert Kitaplatzanspruch für Flüchtlingskinder;https://www.zeit.de/gesellschaft/familie/2015-12/integration-katrin-goering-eckhardt-kitaplatz-fluechtlinge;Göring-Eckardt fordert Kitaplatzanspruch für Flüchtlingskinder;19.12.2015
1685150672-2953;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Vatikan: Sex, Verrat und andere Glaubenskrisen;https://www.zeit.de/2015/51/vatikan-finanzskandal-krisenjahr-verrat-sex;Begehre nicht  deines Nächsten Würstchen;20.12.2015
1685150675-2954;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Misswahlen: Irak kürt erste Schönheitskönigin seit 43 Jahren;https://www.zeit.de/zett/2015-12/irak-kuert-erste-schoenheitskoenigin-seit-43-jahren;Irak kürt erste Schönheitskönigin seit 43 Jahren;21.12.2015
1685150678-2955;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Unicef: Boko Haram hindert eine Million Kinder am Schulbesuch;https://www.zeit.de/politik/ausland/2015-12/unicef-boko-haram-schulen;Boko Haram hindert eine Million Kinder am Schulbesuch;22.12.2015
1685150681-2956;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Flüchtlingskrise: UN-Flüchtlingskommissar nimmt Europa in die Pflicht;https://www.zeit.de/politik/ausland/2015-12/syrien-fluechtlinge-antonio-guterres;UN-Flüchtlingskommissar nimmt Europa in die Pflicht;22.12.2015
1685150684-2957;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Universität: In Schönheit lernen;https://www.zeit.de/2015/52/universitaet-bibliothek-hoersaal-aula-prunk;In Schönheit lernen;23.12.2015
1685150687-2958;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;"Zweiter Weltkrieg: ""Margarine aß ich zum ersten Mal im KZ""";https://www.zeit.de/2015/52/zweiter-weltkrieg-entschaedigung-reparation-kriegsgefangene;Ich überlebte dank eines Wunders;23.12.2015
1685150690-2959;https://www.zeit.de/suche/index?q=Bildung&type=article&p=690;Hasskommentare: Rohe Weihnachten;https://www.zeit.de/2015/52/hasskommentare-migration-die-gruenen-buergerschaft;Rohe Weihnachten;23.12.2015
1685150696-2960;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Literaturkritik: Vom Glauben an den europäischen Geist;https://www.zeit.de/2015/52/literaturkritik-ernst-robert-curtius-max-rychner-briefwechsel;Vom Glauben an den europäischen Geist;23.12.2015
1685150699-2961;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Flüchtlinge: Müssen es Großsiedlungen sein?;https://www.zeit.de/2015/52/unterkunft-gefluechtete-leerstand-umland-verteilung;Muss das so?;23.12.2015
1685150702-2962;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Fotografie: In diesem Camp dürfen Jungs Baseball spielen – geschminkt und im Kleid;https://www.zeit.de/zett/liebe-sex/2015-12/in-diesem-camp-duerfen-jungs-baseball-spielen-geschminkt-und-im-kleid;In diesem Camp dürfen Jungs Baseball spielen – geschminkt und im Kleid;23.12.2015
1685150705-2963;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Spanien: Sozialisten lehnen große Koalition ab;https://www.zeit.de/politik/ausland/2015-12/spanien-wahl-partner-koalition-linke-mariano-rajoy;Sozialisten lehnen große Koalition ab;23.12.2015
1685150708-2964;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Libyen: UN-Sicherheitsrat verabschiedet Resolution zum Friedensplan;https://www.zeit.de/politik/ausland/2015-12/libyen-resolution-sicherheitsrat;UN-Sicherheitsrat verabschiedet Resolution zum Friedensplan;24.12.2015
1685150711-2965;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;CSU-Vorstoß: Integration braucht Willkommenskultur;https://www.zeit.de/politik/deutschland/2015-12/integrationspflicht-fluechtlinge-csu-integrationsgesetz;Integration braucht Willkommenskultur;28.12.2015
1685150714-2966;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;"Türkei: Erdoğan will HDP-Chef Demirtaş ""eine Lehre erteilen""";https://www.zeit.de/politik/ausland/2015-12/tuerkei-kurden-hdp-recep-tayyip-erdogan;"Erdoğan will HDP-Chef Demirtaş ""eine Lehre erteilen""";29.12.2015
1685150717-2967;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;"Medikamente: ""Hohe Preise begünstigen kriminelle Strukturen""";https://www.zeit.de/2016/01/medikamente-lieferengpaesse-karl-broich-interview;Kriminelle Strukturen;30.12.2015
1685150720-2968;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Nord-Süd-Achse: Ein Monaco in den Alpen;https://www.zeit.de/2016/01/buergerliche-sparpolitik-schweiz-nord-sued-achse;Ein Monaco in den Alpen;30.12.2015
1685150723-2969;https://www.zeit.de/suche/index?q=Bildung&type=article&p=689;Uffizien: Zu viel des Guten;https://www.zeit.de/2016/01/uffizien-florenz-museum-direktor-eike-schmidt;Zu viel des Guten;30.12.2015
1685150729-2970;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Moral: Echte Träume, echte Not;https://www.zeit.de/2016/01/moral-fluechtlinge-deutschland-fluechtlingspolitik-buerokratie;Echte Träume, echte Not;30.12.2015
1685150732-2971;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Konjunktur: Deutschland braucht dringend neue Reformen;https://www.zeit.de/wirtschaft/2015-12/wirtschaft-wachstum-konjunktur-eurozone-deutschland;Deutschland braucht dringend neue Reformen;30.12.2015
1685150735-2972;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Medienreform: Polens Parlament beschließt Einschränkung der Medienfreiheit;https://www.zeit.de/politik/ausland/2015-12/medienreform-polen-pis-oeffentlich-rechtliche-medien;Polens Parlament beschließt Einschränkung der Medienfreiheit;30.12.2015
1685150738-2973;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;"Papst Franziskus: ""Das Gute gewinnt immer""";https://www.zeit.de/gesellschaft/2015-12/vatikan-papst-franziskus-silvester-syrien;Das Gute gewinnt immer;31.12.2015
1685150741-2974;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Saudi-Arabien und Iran: Aus Schwäche riskiert Saudi-Arabien viel;https://www.zeit.de/politik/ausland/2016-01/saudi-arabien-iran-hinrichtung-nimr-al-nimr;Aus Schwäche riskiert Saudi-Arabien viel;04.01.2016
1685150744-2975;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Saudi-Arabien: Ein bisschen Revolution in Riad;https://www.zeit.de/wirtschaft/2016-01/saudi-arabien-wirtschaft-oel-modernisierung;Ein bisschen Revolution in Riad;07.01.2016
1685150747-2976;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;"Charlie Hebdo: ""Die Wirtschaft fault, die Gesellschaft fault""";https://www.zeit.de/2016/02/charlie-hebdo-terrorismus-frankreich-schuld;Die Wirtschaft fault, die Gesellschaft fault;07.01.2016
1685150750-2977;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Bekenntnisse: Das gehört nicht ins Feuilleton;https://www.zeit.de/2016/02/gehoert-nicht-ins-feuilleton-quizduell-fehlfarben;Das gehört nicht ins Feuilleton;07.01.2016
1685150753-2978;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Exzellenzinitiative: Wie Elite wollen wir sein?;https://www.zeit.de/2016/02/exzellenzinitiative-elite-spitzenforschung-zukunft;Wie Elite wollen wir sein?;07.01.2016
1685150756-2979;https://www.zeit.de/suche/index?q=Bildung&type=article&p=688;Tierversuche: Der Mensch ist keine 70-Kilogramm-Ratte;https://www.zeit.de/2016/02/tierversuche-arzneimittel-alternativen-stammzellen-buerokratie;Ersatz gesucht;07.01.2016
1685150762-2980;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Iran und Saudi-Arabien: Eskalation nutzt iranischen Hardlinern;https://www.zeit.de/politik/ausland/2016-01/iran-saudi-arabien-hardliner-wahlen;Eskalation nutzt iranischen Hardlinern;07.01.2016
1685150765-2981;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Mein Kampf : Zentralrat der Juden unterstützt kritische Neuauflage;https://www.zeit.de/politik/deutschland/2016-01/mein-kampf-zentralrat-juden-preasident-josef-schuster-aufklaerung;Zentralrat der Juden unterstützt kritische Neuauflage;08.01.2016
1685150768-2982;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Übergriffe in Köln: Koalition will schärfere Asylgesetze beschließen;https://www.zeit.de/politik/deutschland/2016-01/uebergriffe-in-koeln-silvester-abschiebung-spd-cdu;Koalition will schärfere Asylgesetze beschließen;10.01.2016
1685150771-2983;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;"Terroranschlag in Istanbul: ""Terroristen sind Feinde aller Menschlichkeit""";https://www.zeit.de/politik/2016-01/terroranschlag-istanbul-tuerkei-anschlag-sultanahmet;Terroristen sind Feinde aller Menschlichkeit;12.01.2016
1685150774-2984;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Vatikan: Die grüne Weltmacht;https://www.zeit.de/2016/01/vatikan-papst-franziskus-klimaschutz-umweltpolitik;Die grüne Weltmacht;13.01.2016
1685150777-2985;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;State of the Union: Was vor Obamas letzter großen Rede im Social Web geschah;https://www.zeit.de/zett/politik/2016-01/was-vor-obamas-letzter-grossen-rede-im-social-web-geschah;Was vor Obamas letzter großen Rede im Social Web geschah;13.01.2016
1685150780-2986;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Kölner Übergriffe: Deutsche Respektlosigkeiten;https://www.zeit.de/kultur/2016-01/koeln-fluechtlinge-arabischer-mann-sexismus;Deutsche Respektlosigkeiten;13.01.2016
1685150783-2987;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Übergriffe an Silvester: Die Angst vor der Wahrheit;https://www.zeit.de/2016/03/uebergriffe-silvester-religion-islam;Die Angst vor der Wahrheit;14.01.2016
1685150786-2988;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Schulen in Deutschland: Ungleich – und deshalb gerecht;https://www.zeit.de/2016/03/schulen-deutschland-studie-ungleichheit-finanzierung;Ungleich – und deshalb gerecht;14.01.2016
1685150789-2989;https://www.zeit.de/suche/index?q=Bildung&type=article&p=687;Mein Kampf gegen Rechts: Mit Sisyphos gegen die Nazis;https://www.zeit.de/2016/03/mein-kampf-gegen-rechts-buch;Mit Sisyphos gegen die Nazis;14.01.2016
1685150805-2990;https://www.zeit.de/suche/index?q=Bildung&type=article&p=686;"Bundeswehr: ""Das ist alles gerade ein bisschen viel für die Soldaten""";https://www.zeit.de/politik/deutschland/2016-01/syrien-einsatz-bundeswehr-soldaten-wehrbeauftragter-interview;Das ist alles gerade ein bisschen viel für die Soldaten;14.01.2016
1685150808-2991;https://www.zeit.de/suche/index?q=Bildung&type=article&p=686;Türkei: Gefährliche Gäste;https://www.zeit.de/politik/ausland/2016-01/tuerkei-istanbul-grenzuebergaenge-syrien-fluechtlinge;Gefährliche Gäste;14.01.2016
