web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685140353-1;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Hanser Verlag: Der Richtige;https://www.zeit.de/2012/52/Verlag-Hanser-Jo-Lendle;Der Richtige;19.12.2012
1685140356-2;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Journalismus: Der Hoffnungsdatenträger;https://www.zeit.de/2012/52/Medien-Journalismus-Mumbai-Tablet-PC;Der Hoffnungsdatenträger;19.12.2012
1685140359-3;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Wissenschaft: Museumsreif?;https://www.zeit.de/2012/52/Deutsches-Museum;Museumsreif?;19.12.2012
1685140362-4;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Kita-Plätze: Kommunen sehen Kita-Ausbau in Gefahr;https://www.zeit.de/politik/deutschland/2010-07/kita-plaetze-schroeder;Kommunen sehen Kita-Ausbau in Gefahr;22.07.2010
1685140365-5;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Piratenpartei: Weisband verzichtet auf Bundestagskandidatur;https://www.zeit.de/politik/deutschland/2012-12/piraten-weisband-bundestag;Weisband verzichtet auf Bundestagskandidatur;21.12.2012
1685140368-6;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;"Massenmorde USA: ""Man bekommt leichter Waffen als psychische Hilfe""";https://www.zeit.de/gesellschaft/zeitgeschehen/2012-12/interview-lucinda-roy;Man bekommt leichter Waffen als psychische Hilfe;22.12.2012
1685140371-7;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Jahresrückblick 2012: Frau Boateng interessiert das Betreuungsgeld nicht;https://www.zeit.de/gesellschaft/familie/2012-12/betreuungsgeld-jahresrueckblick;Frau Boateng interessiert das Betreuungsgeld nicht;26.12.2012
1685140374-8;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Schule: Was unseren Kindern fehlt;https://www.zeit.de/gesellschaft/schule/2012-12/leserartikel-fuersorge;Was unseren Kindern fehlt;26.12.2012
1685140377-9;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Aufklärung: Ideal einer vollkommnen Zeitung;https://www.zeit.de/2013/01/Karl-Philipp-Moritz-Zeitung;Ideal einer vollkommnen Zeitung;27.12.2012
1685140380-10;https://www.zeit.de/suche/index?q=Bildung&type=article&p=985;Silvesteressen: Karpfen oder Krapfen, Brot statt Böller;https://www.zeit.de/2013/01/silvester-brauch-essen-glueck;Brot statt Böller;27.12.2012
1685140386-11;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Gespräch: Wohin treibt die Schweiz?;https://www.zeit.de/2013/01/Zukunft-Schweiz-Gespraech;Wohin treibt die Schweiz?;27.12.2012
1685140389-12;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Weltverbesserung: 19 Dinge, die unserer Gesellschaft fehlen;https://www.zeit.de/2013/01/Weltverbesserung-Gesellschaft;Gesellschaft, was fehlt dir?;27.12.2012
1685140392-13;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Jahresrückblick: Quoten-Gezänk, Chinesisch-Kenntnisse und jede Menge Urteile;https://www.zeit.de/karriere/beruf/2012-11/jahresrueckblick-karriere-2012;Quoten-Gezänk, Chinesisch-Kenntnisse und jede Menge Urteile;27.12.2012
1685140395-14;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Neuer Rundfunkbeitrag: Zwangsmilliarden für den öffentlich-rechtlichen Stillstand;https://www.zeit.de/politik/2012-12/rundfunkgebuehren-protest;Zwangsmilliarden für den öffentlich-rechtlichen Stillstand;30.12.2012
1685140398-15;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;"Dirk Niebel: ""Im Zweifel ist nur die FDP für Freiheit statt Sozialismus""";https://www.zeit.de/politik/2012-12/dirk-niebel-roesler-westerwelle-interview;Im Zweifel ist nur die FDP für Freiheit statt Sozialismus;30.12.2012
1685140401-16;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Neujahrsansprache: Merkel stimmt Deutsche auf schwieriges Jahr ein;https://www.zeit.de/politik/deutschland/2012-12/merkel-neujahrsansprache;Merkel stimmt Deutsche auf schwieriges Jahr ein;31.12.2012
1685140404-17;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Afrika: Rebellen in Zentralafrika lehnen Gesprächsangebot ab;https://www.zeit.de/politik/ausland/2012-12/zentralafrika-rebellen-praesident;Rebellen in Zentralafrika lehnen Gesprächsangebot ab;31.12.2012
1685140407-18;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Attentat: Sieben Impfhelfer in Pakistan getötet;https://www.zeit.de/politik/ausland/2013-01/pakistan-attentat-impfprogramm;Sieben Impfhelfer in Pakistan getötet;01.01.2013
1685140410-19;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;Medienkompetenz: Das digitale Einmaleins;https://www.zeit.de/2013/02/Schule-Estland-Programmieren;Das digitale Einmaleins;03.01.2013
1685140413-20;https://www.zeit.de/suche/index?q=Bildung&type=article&p=984;"Simon Rogers: ""Journalismus ist keine Einbahnstraße mehr""";https://www.zeit.de/2013/02/Datenjournalismus-Simon-Rogers;Journalismus ist keine Einbahnstraße mehr;03.01.2013
1685140419-21;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Indien: Mutmaßliche Vergewaltiger ab heute vor Gericht;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-01/indien-prozess-vergewaltigung;Mutmaßliche Vergewaltiger ab heute vor Gericht;03.01.2013
1685140422-22;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Dichter Walter Buchebner: Nächte ohne  Morphium;https://www.zeit.de/2013/02/Dichter-Walter-Buchebner;Nächte ohne Morphium;03.01.2013
1685140425-23;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Kinderrechtsaktivistin: Pakistanisches Mädchen Malala fast wieder gesund;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-01/malala-krankenhaus-birmingham;Pakistanisches Mädchen Malala fast wieder gesund;04.01.2013
1685140428-24;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;SPD-Wahlkampf: Steinbrück läuft den Gehaltsfragen davon;https://www.zeit.de/politik/deutschland/2013-01/spd-wahlkampf-niedersachsen-steinbrueck;Steinbrück läuft den Gehaltsfragen davon;05.01.2013
1685140431-25;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;"SPD-Kanzlerkandidat: Steinbrück will ""Gemeinsinn und Gemeinwohl wiederbeleben""";https://www.zeit.de/politik/deutschland/2013-01/steinbrueck-steuerpolitik-mindestlohn;"Steinbrück will ""Gemeinsinn und Gemeinwohl wiederbeleben""";06.01.2013
1685140434-26;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Syrien: Assad ruft zur vollständigen nationalen Mobilisierung auf;https://www.zeit.de/politik/ausland/2013-01/syrien-assad-waffenstillstand;Assad ruft zur vollständigen nationalen Mobilisierung auf;06.01.2013
1685140440-28;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;NSU-Mordserie: Zschäpes Anwälte entschärfen Kritik an Anklageschrift;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-01/nsu-zschaepe-haftbedingungen;Zschäpes Anwälte entschärfen Kritik an Anklageschrift;09.01.2013
1685140443-29;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Sesamstraße: Als die Puppen zappeln lernten;https://www.zeit.de/2013/02/Sesamstrasse-40-Jahre-Jubilaeum;Als die Puppen zappeln lernten;03.01.2013
1685140446-30;https://www.zeit.de/suche/index?q=Bildung&type=article&p=983;Bundestagswahl: Wie die SPD Merkel doch noch schlagen will;https://www.zeit.de/politik/deutschland/2013-01/spd-mieten-zypern-kindergeld;Wie die SPD Merkel doch noch schlagen will;10.01.2013
1685140452-31;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Euro-Krise: IWF hilft Portugal beim Sparen;https://www.zeit.de/wirtschaft/2013-01/iwf-portugal-einsparung;IWF hilft Portugal beim Sparen;10.01.2013
1685140455-32;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;"US-Ökonom Jeffrey Sachs: ""Deutschland muss das durchziehen""";https://www.zeit.de/2013/03/Wirtschaftskrise-Oekonom-Jeffrey-Sachs;Deutschland muss das durchziehen;10.01.2013
1685140458-33;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;"Muslimbruderschaft: ""Sie sollten uns dankbar sein""";https://www.zeit.de/2013/03/Interview-Muslimbrueder-Nur-al-Din;Sie sollten uns dankbar sein;10.01.2013
1685140461-34;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Islamabad: Geistlicher plant Marsch der Millionen in Pakistan;https://www.zeit.de/politik/ausland/2013-01/pakistan-millionenmarsch;Geistlicher plant Marsch der Millionen in Pakistan;11.01.2013
1685140464-35;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Intelligenzforschung: Wird die Menschheit immer dümmer?;https://www.zeit.de/wissen/2012-11/intelligenz-menschen-entwicklung;Wird die Menschheit immer dümmer?;13.11.2012
1685140467-36;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Westjordanland: Israel räumt Protestcamp der Palästinenser;https://www.zeit.de/politik/ausland/2013-01/raeumung-zeltlager-e1;Israel räumt Protestcamp der Palästinenser;13.01.2013
1685140470-37;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Umweltpolitik: US-Regierungsstudie drängt Obama zu mehr Klimapolitik;https://www.zeit.de/wissen/umwelt/2013-01/klimabericht-usa-erwaermung;US-Regierungsstudie drängt Obama zu mehr Klimapolitik;13.01.2013
1685140473-38;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;"Netzsperren: USA verwarnen Filesharer bald mit ""Six Strikes""";https://www.zeit.de/digital/internet/2013-01/six-strikes-filesharing;"USA verwarnen Filesharer bald mit ""Six Strikes""";14.01.2013
1685140476-39;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;"Illegale Einwanderer : ""Diese jungen Menschen haben ein Recht auf Bildung""";https://www.zeit.de/studium/hochschule/2013-01/freedom-university-usa-illegale-einwanderer;Diese jungen Menschen haben ein Recht auf Bildung;16.01.2013
1685140480-40;https://www.zeit.de/suche/index?q=Bildung&type=article&p=982;Stephan Weil: Der Kandidat von nebenan strengt sich an;https://www.zeit.de/politik/deutschland/2013-01/weil-niedersachsen-wahlkampf-spd;Der Kandidat von nebenan strengt sich an;17.01.2013
1685140486-41;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Parlamentswahl: In Israel werden Parteien immer unwichtiger;https://www.zeit.de/politik/ausland/2013-01/israel-parlamentswahl-2013-knesset-netanjahu;In Israel werden Parteien immer unwichtiger;17.01.2013
1685140489-42;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Machtergreifung: Durch ein Schlupfloch kam Hitler an die Macht;https://www.zeit.de/2013/04/Hitler-Machtuebernahme-Reichskanzler-1933;Am Ziel;17.01.2013
1685140492-43;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Afrika: Schneller wachsen ohne Demokratie;https://www.zeit.de/2013/04/Ostafrika-Aethiopien-Ruanda-Uganda;Schneller wachsen ohne Demokratie;17.01.2013
1685140509-44;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Rente: Klientelpolitik;https://www.zeit.de/2013/04/Sozialpolitik-Rente-Altersarmut-Wahlkampf;Klientelpolitik;17.01.2013
1685140512-45;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Wissen in Bildern: Deutschland spendet;https://www.zeit.de/2013/04/Infografik-Spenden;Deutschland spendet;17.01.2013
1685140515-46;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Wachstum: Reiches Deutschland trotz Wirtschaftskrise;https://www.zeit.de/2013/04/Finanzkrise-Umwelt-Gruenes-Wachstum;Gutes Leben, neu berechnet;17.01.2013
1685140518-47;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;"Israel: ""Wir müssen unser Israel neu aufbauen""";https://www.zeit.de/2013/04/Israel-Protestbewegung-Parlament;Wir müssen unser Israel neu aufbauen;17.01.2013
1685140521-48;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Demonstrationen: Pakistans Protestler erkämpfen Reform des Wahlrechts;https://www.zeit.de/politik/ausland/2013-01/pakistan-qadri-protest;Pakistans Protestler erkämpfen Reform des Wahlrechts;17.01.2013
1685140524-49;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Amtseinführung: Obama verspricht ein gerechtes Amerika;https://www.zeit.de/politik/ausland/2013-01/obama-amtseinfuehrung-usa-antrittsrede;Obama verspricht ein gerechtes Amerika;22.01.2013
1685140527-50;https://www.zeit.de/suche/index?q=Bildung&type=article&p=981;Plagiatsaffäre: Uni Düsseldorf eröffnet Plagiatsverfahren gegen Schavan;https://www.zeit.de/studium/hochschule/2013-01/plagiatsvorwurf-schavan-verfahren;Uni Düsseldorf eröffnet Verfahren gegen Schavan;22.01.2013
1685140533-51;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Euro-Gruppen-Chef: Ein Pragmatiker wagt den schwierigen Spagat;https://www.zeit.de/wirtschaft/2013-01/euro-gruppe-chef-jeroen-dijsselbloem;Ein Pragmatiker wagt den schwierigen Spagat;23.01.2013
1685140536-52;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Plagiatsvorwurf: Schavan fürchtet um ihr Lebenswerk;https://www.zeit.de/politik/deutschland/2013-01/schavan-plagiat-merkel-doktorarbeit;Schavan fürchtet um ihr Lebenswerk;23.01.2013
1685140539-53;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Weltwirtschaft: Deutschland, der Gewinner von gestern;https://www.zeit.de/2013/05/Weltwirtschaft-Wirtschaftskrise;Gewinner von gestern;24.01.2013
1685140542-54;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Fiscal Cliff: Das kollektive Versagen der USA;https://www.zeit.de/2013/05/USA-Staatsfinanzen-Fiscal-Cliff;Das Versagen Amerikas;24.01.2013
1685140545-55;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Pro/Contra: Brauchen wir noch mehr Studenten?;https://www.zeit.de/2013/05/Studenten-Anzahl-Pro-Contra;Brauchen wir noch mehr Studenten?;24.01.2013
1685140548-56;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Ausbildung: So kommen Lehrlinge ins Ausland;https://www.zeit.de/2013/05/auslandserfahrungen-auszubildende-angebote;Mach es!;24.01.2013
1685140551-57;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Tagesmütter: Die stille Reserve;https://www.zeit.de/2013/05/Kinderbetreuung-Tagesmutter-Kommunen;Die stille Reserve;24.01.2013
1685140554-58;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Dorf für Demente: De Hogeweyk ist die Welt, die demente Menschen verstehen;https://www.zeit.de/2013/05/Demenzdorf-De-Hogeweyk-Alzey;Im Dorf des Vergessens;24.01.2013
1685140559-59;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;"Hochschulen: ""Das System bricht auseinander""";https://www.zeit.de/2013/05/Hochschulsystem-Neuordnung;Das System bricht auseinander;24.01.2013
1685140562-60;https://www.zeit.de/suche/index?q=Bildung&type=article&p=980;Chancengleichheit: Ich Arbeiterkind;https://www.zeit.de/2013/05/Arbeiterkind-Schulsystem-Aufstieg;Ich Arbeiterkind;24.01.2013
1685140568-61;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Parlamentswahl: Zwei Unerfahrene drängen in Israels Regierung;https://www.zeit.de/politik/ausland/2013-01/israel-lapid-bennett-portraet;Zwei Unerfahrene drängen in Israels Regierung;24.01.2013
1685140571-62;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Ausschreitungen in Ägypten: Mursi verhängt Ausnahmezustand über drei Städte;https://www.zeit.de/politik/ausland/2013-01/aegypten-mursi-ausnahmezustand;Mursi verhängt Ausnahmezustand über drei Städte;28.01.2013
1685140574-63;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Bundestagskommission: BIP soll nicht mehr allein Wohlstand und Wachstum definieren;https://www.zeit.de/wirtschaft/2013-01/wohlstand-wachstum-bundestag-kommission;BIP soll nicht mehr allein Wohlstand und Wachstum definieren;28.01.2013
1685140577-64;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Ägypten: Mursi scheitert mit Doppelstrategie;https://www.zeit.de/politik/ausland/2013-01/aegypten-staatskrise-proteste-mursi;Mursi scheitert mit Doppelstrategie;28.01.2013
1685140580-65;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Niederlande: Königin Beatrix überzeugte auch Anti-Monarchisten;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-01/Koenigin-Beatrix-Niederlande-Regentschaft;Königin Beatrix überzeugte auch Anti-Monarchisten;29.01.2013
1685140583-66;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Sportnation Spanien: Die Könige der Welt könnten bald abdanken;https://www.zeit.de/sport/2013-01/spanien-handball-sportnation-krise;Die Könige der Welt könnten bald abdanken;29.01.2013
1685140586-67;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Niederlande: Königin Beatrix dankt ab;https://www.zeit.de/gesellschaft/2013-01/beatrix-niederlande-abdankung;Königin Beatrix dankt ab;28.01.2013
1685140589-68;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;"Frauen und Macht: ""Ich war ein Unikat""";https://www.zeit.de/online/2006/49/ZS-Frauen-Interview;Ich war ein Unikat;01.12.2006
1685140592-69;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Abstimmung in Bayern: Streit um die Studiengebühr;https://www.zeit.de/studium/hochschule/2013-01/studiengebuehren-bayern-pro-contra;Streit um die Studiengebühr;29.01.2013
1685140595-70;https://www.zeit.de/suche/index?q=Bildung&type=article&p=979;Volksbegehren in Bayern: Studiengebühren sind die Zukunft;https://www.zeit.de/studium/hochschule/2013-01/studiengebuehren-bayern-kommentar-volksinitiative;Studiengebühren sind die Zukunft;30.01.2013
1685140601-71;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;"Promotion: ""Ghostwriter waren früher akzeptiert""";https://www.zeit.de/2013/06/Doktortitel-Bildungshistoriker;Ghostwriter waren früher akzeptiert;31.01.2013
1685140604-72;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Essay: Baudelaire! So ein Snob!;https://www.zeit.de/2013/06/Roberto-Calasso-Der-Traum-Baudelaires;So ein Snob!;31.01.2013
1685140607-73;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Geschichtsstunde: Was die Stasi Schüler von heute angeht;https://www.zeit.de/2013/06/Jugendliche-DDR-Stasi;Der Staub von gestern;31.01.2013
1685140610-74;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Plagiatsvorwürfe: Ein Jahr mit Annette Schavan;https://www.zeit.de/2013/06/Bildungsministerin-Annette-Schavan-Plagiatsvorwuerfe-Doktorarbeit;Unter Verdacht;31.01.2013
1685140613-75;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Mosambik: Rohstoff-Bonanza im Rovuma-Becken;https://www.zeit.de/2013/06/Mosambik-Rohstoffe-Gas-Gold;Rohstoff-Bonanza im Rovuma-Becken;31.01.2013
1685140616-76;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;"Peer Steinbrück: ""Sie sind ganz schön hochnäsig""";https://www.zeit.de/2013/06/Interview-Steinbrueck-Wahlkampf;Sie sind ganz schön hochnäsig;31.01.2013
1685140619-77;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Carolina Müller-Möhl: Eine Kur mit  Nebenwirkungen;https://www.zeit.de/2013/06/CH-Mueller-Moehl;Eine Kur mit  Nebenwirkungen;31.01.2013
1685140622-78;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Replik: Studiengebühren sind eben nicht die Zukunft;https://www.zeit.de/studium/hochschule/2013-01/studiengebuehren-replik-studium-bayern;Studiengebühren sind eben nicht die Zukunft;31.01.2013
1685140625-79;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Taliban-Angriff: Pakistanische Schülerin für Friedensnobelpreis nominiert;https://www.zeit.de/politik/ausland/2013-02/schuelerin-pakistan-friedensnobelpreis;Pakistanische Schülerin für Friedensnobelpreis nominiert;01.02.2013
1685140642-80;https://www.zeit.de/suche/index?q=Bildung&type=article&p=978;Unzufriedenheit: Der deutsche Protest ist alt, klug und männlich;https://www.zeit.de/politik/2013-01/wutbuerger-studie-protest;Der deutsche Protest ist alt, klug und männlich;02.02.2013
1685140648-81;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Israel: Netanjahu soll neue Regierung bilden;https://www.zeit.de/politik/ausland/2013-02/israel-netanjahu-peres-regierung;Netanjahu soll neue Regierung bilden;03.02.2013
1685140651-82;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Staatliche Leistungen: Die Geldverschwendung in der Familienpolitik;https://www.zeit.de/gesellschaft/familie/2013-02/familienpolitik-leistungen-sinn-und-unsinn;Die Geldverschwendung in der Familienpolitik;04.02.2013
1685140654-83;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Israel-Reise: Obama will Nahost-Friedensprozess wiederbeleben;https://www.zeit.de/politik/ausland/2013-02/obama-nahost-israel-reise;Obama will Nahost-Friedensprozess wiederbeleben;06.02.2013
1685140657-84;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Plagiatsvorwurf: Es wird eng für Schavan;https://www.zeit.de/politik/deutschland/2013-02/schavan-plagiat-merkel-doktor-stimmung-koalition;Es wird eng für Schavan;06.02.2013
1685140660-85;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;China: Nur nicht übrig bleiben;https://www.zeit.de/2013/07/Gender-China-Moderne;Nur nicht übrig bleiben;07.02.2013
1685140663-86;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;"Rundfunk: ""YouTube ist ein Konkurrent""";https://www.zeit.de/2013/07/Privatfernsehen-RTL-Tobias-Schmid;YouTube ist ein Konkurrent;07.02.2013
1685140666-87;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Internate: Null Toleranz – oder?;https://www.zeit.de/2013/07/Reformpaedagogik-Internate-Krise;Null Toleranz – oder?;07.02.2013
1685140669-88;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Rechtsterrorismus: Der Prozess;https://www.zeit.de/2013/07/NSU-Prozess-Rechtsterrorimus-Zschaepe;Der Prozess;07.02.2013
1685140672-89;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;Rentner: Die letzten Edel-Rentner;https://www.zeit.de/2013/07/Demographie-Alter-Oesterreich;Die Letzten ihrer Art;07.02.2013
1685140675-90;https://www.zeit.de/suche/index?q=Bildung&type=article&p=977;EU-Haushalt: Europa streitet um das liebe Geld;https://www.zeit.de/wirtschaft/2013-02/eu-gipfel;Europa streitet um das liebe Geld;07.02.2013
1685140681-91;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Schulkarrieren: Sitzenbleiben ist out;https://www.zeit.de/gesellschaft/schule/2013-02/sitzenbleiben-niedersachsen;Sitzenbleiben ist out;07.02.2013
1685140684-92;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Plagiatsvorwurf: Bildungsministerin Schavan tritt zurück;https://www.zeit.de/politik/deutschland/2013-02/ruecktritt-schavan-plagiat;Bildungsministerin Schavan tritt zurück;09.02.2013
1685140687-93;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Rücktritt: Die Erklärungen von Merkel und Schavan im Wortlaut;https://www.zeit.de/politik/deutschland/2013-02/schavan-ruecktritt-merkel-erklaerungen;Die Erklärungen von Merkel und Schavan im Wortlaut;09.02.2013
1685140690-94;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Karrierelaufbahn: Annette Schavan – Bildungspolitikerin durch und durch;https://www.zeit.de/politik/deutschland/2013-02/schavan-ruecktritt-portrait;Annette Schavan – Bildungspolitikerin durch und durch;09.02.2013
1685140693-95;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;"Merkel zu Benedikt: ""Als Bundeskanzlerin sage ich Danke""";https://www.zeit.de/gesellschaft/2013-02/papst-benedikt-ruecktritt-merkel;Als Bundeskanzlerin sage ich Danke;11.02.2013
1685140696-96;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Homosexualität: Der lange Weg zur Gleichheit in Europa;https://www.zeit.de/gesellschaft/2013-02/gleichberechtigung-homosexuelle-europa;Der lange Weg zur Gleichheit in Europa;11.02.2013
1685140699-97;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;"Obama zur Lage der Nation: Kampf gegen die Krise ist ""Aufgabe unserer Generation""";https://www.zeit.de/politik/ausland/2013-02/obama-rede-nation-konjunktur-republikaner;"Kampf gegen die Krise ist ""Aufgabe unserer Generation""";13.02.2013
1685140702-98;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Obamarede: Ein bewegter Präsident, zum Handeln entschlossen;https://www.zeit.de/politik/ausland/2013-02/obama-rede-nation-waffenkontrolle-konjunktur;Ein bewegter Präsident, zum Handeln entschlossen;13.02.2013
1685140705-99;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;"Politischer Aschermittwoch: Steinbrück lästert über ""Muttis Lieblinge""";https://www.zeit.de/politik/deutschland/2013-02/politischer-aschermittwoch-bayern;"Steinbrück lästert über ""Muttis Lieblinge""";13.02.2013
1685140708-100;https://www.zeit.de/suche/index?q=Bildung&type=article&p=976;Schulunterricht: Von Wirtschaft keine Ahnung;https://www.zeit.de/2013/08/Schule-Finanzen-Wirtschaft;Die Ahnungslosen;14.02.2013
1685140714-101;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Annette Schavan: Was bleibt?;https://www.zeit.de/2013/08/Schavan-Profil;Was bleibt?;14.02.2013
1685140717-102;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Brandenburg: Adel-Avantgarde in Brandenburg;https://www.zeit.de/2013/08/Adelsfamilien-Brandenburg;Feudale  Sozialarbeiter;14.02.2013
1685140720-103;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;"Stephan Weil: ""Wir sind noch nicht so weit""";https://www.zeit.de/2013/08/Interview-Stephan-Weil;Wir sind noch nicht so weit;14.02.2013
1685140723-104;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;"Rektoren: ""Nicht jeder Lehrer hat das Zeug zum Schulleiter""";https://www.zeit.de/2013/08/schulleitung-karriere-rektoren;Ein Mangel an Führungspersonal;14.02.2013
1685140726-105;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Bildung: Steigen junge Deutsche auf oder ab?;https://www.zeit.de/2013/08/Bildung-Absteiger-Studie;Aufwärts oder abwärts?;14.02.2013
1685140729-106;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Und jetzt Erneuerung!: Gott ist wichtig, ich bin es nicht;https://www.zeit.de/2013/08/Papst-Benedikt-XVI-Glauben;Gott ist wichtig, ich bin es nicht;14.02.2013
1685140732-107;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Geheimdienst: Der etwas andere Verfassungsschutzbericht;https://www.zeit.de/2013/08/Dossier-Verfassungsschutz-NSU-Terrorismus;In Heimlichheim;14.02.2013
1685140735-108;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Totes Meer: Kann das Rote Meer das Tote Meer retten?;https://www.zeit.de/2013/08/Oekologie-Totes-Meer-Austrocknung-Rotes-Meer;Der durstige Salzsee;14.02.2013
1685140738-109;https://www.zeit.de/suche/index?q=Bildung&type=article&p=975;Bildungsministerin: Wünsche an Wanka;https://www.zeit.de/studium/uni-leben/2013-02/wuensche-an-wanka-studenten-bildung;Wünsche an Wanka;14.02.2013
